,Timestamp,Heart rate
0,2021-02-05 00:01:00,77.0
1,2021-02-05 00:02:00,91.0
2,2021-02-05 00:03:00,88.0
3,2021-02-05 00:04:00,95.0
4,2021-02-05 00:05:00,102.0
5,2021-02-05 00:06:00,96.0
6,2021-02-05 00:07:00,87.0
7,2021-02-05 00:08:00,85.0
8,2021-02-05 00:09:00,87.0
9,2021-02-05 00:10:00,89.0
10,2021-02-05 00:11:00,80.0
11,2021-02-05 00:12:00,83.0
12,2021-02-05 00:13:00,76.0
13,2021-02-05 00:14:00,80.0
14,2021-02-05 00:15:00,88.0
15,2021-02-05 00:16:00,78.0
16,2021-02-05 00:17:00,71.0
17,2021-02-05 00:18:00,70.0
18,2021-02-05 00:19:00,68.0
19,2021-02-05 00:20:00,65.0
20,2021-02-05 00:21:00,63.0
21,2021-02-05 00:37:00,63.0
22,2021-02-05 00:41:00,70.0
23,2021-02-05 00:42:00,75.0
24,2021-02-05 00:43:00,67.0
25,2021-02-05 00:44:00,64.0
26,2021-02-05 00:45:00,63.0
27,2021-02-05 00:46:00,62.0
28,2021-02-05 00:47:00,59.0
29,2021-02-05 01:03:00,59.0
30,2021-02-05 01:19:00,59.0
31,2021-02-05 01:35:00,59.0
32,2021-02-05 01:36:00,58.0
33,2021-02-05 01:38:00,59.0
34,2021-02-05 01:54:00,59.0
35,2021-02-05 02:10:00,59.0
36,2021-02-05 02:20:00,58.0
37,2021-02-05 02:22:00,59.0
38,2021-02-05 02:38:00,59.0
39,2021-02-05 02:39:00,58.0
40,2021-02-05 02:42:00,59.0
41,2021-02-05 02:49:00,58.0
42,2021-02-05 02:50:00,59.0
43,2021-02-05 02:56:00,58.0
44,2021-02-05 03:00:00,59.0
45,2021-02-05 03:05:00,65.0
46,2021-02-05 03:06:00,66.0
47,2021-02-05 03:07:00,57.0
48,2021-02-05 03:08:00,54.0
49,2021-02-05 03:23:00,53.0
50,2021-02-05 03:25:00,54.0
51,2021-02-05 03:34:00,53.0
52,2021-02-05 03:40:00,54.0
53,2021-02-05 03:41:00,53.0
54,2021-02-05 03:42:00,54.0
55,2021-02-05 03:44:00,53.0
56,2021-02-05 03:46:00,54.0
57,2021-02-05 03:49:00,53.0
58,2021-02-05 03:51:00,54.0
59,2021-02-05 03:53:00,53.0
60,2021-02-05 03:56:00,54.0
61,2021-02-05 03:57:00,53.0
62,2021-02-05 03:59:00,54.0
63,2021-02-05 04:00:00,53.0
64,2021-02-05 04:04:00,54.0
65,2021-02-05 04:05:00,53.0
66,2021-02-05 04:06:00,51.0
67,2021-02-05 04:09:00,50.0
68,2021-02-05 04:18:00,51.0
69,2021-02-05 04:23:00,50.0
70,2021-02-05 04:26:00,51.0
71,2021-02-05 04:30:00,50.0
72,2021-02-05 04:32:00,51.0
73,2021-02-05 04:34:00,50.0
74,2021-02-05 04:37:00,51.0
75,2021-02-05 04:38:00,50.0
76,2021-02-05 04:39:00,51.0
77,2021-02-05 04:40:00,50.0
78,2021-02-05 04:43:00,51.0
79,2021-02-05 04:44:00,50.0
80,2021-02-05 04:48:00,51.0
81,2021-02-05 04:49:00,50.0
82,2021-02-05 04:50:00,51.0
83,2021-02-05 04:51:00,50.0
84,2021-02-05 05:03:00,51.0
85,2021-02-05 05:04:00,50.0
86,2021-02-05 05:05:00,51.0
87,2021-02-05 05:08:00,50.0
88,2021-02-05 05:09:00,51.0
89,2021-02-05 05:10:00,50.0
90,2021-02-05 05:13:00,51.0
91,2021-02-05 05:14:00,50.0
92,2021-02-05 05:16:00,55.0
93,2021-02-05 05:17:00,67.0
94,2021-02-05 05:18:00,57.0
95,2021-02-05 05:19:00,52.0
96,2021-02-05 05:20:00,51.0
97,2021-02-05 05:22:00,50.0
98,2021-02-05 05:23:00,51.0
99,2021-02-05 05:24:00,50.0
100,2021-02-05 05:25:00,51.0
101,2021-02-05 05:26:00,52.0
102,2021-02-05 05:27:00,53.0
103,2021-02-05 05:43:00,53.0
104,2021-02-05 05:57:00,54.0
105,2021-02-05 05:58:00,53.0
106,2021-02-05 06:12:00,54.0
107,2021-02-05 06:13:00,53.0
108,2021-02-05 06:25:00,54.0
109,2021-02-05 06:26:00,55.0
110,2021-02-05 06:28:00,54.0
111,2021-02-05 06:30:00,55.0
112,2021-02-05 06:38:00,58.0
113,2021-02-05 06:39:00,70.0
114,2021-02-05 06:40:00,59.0
115,2021-02-05 06:41:00,53.0
116,2021-02-05 06:42:00,51.0
117,2021-02-05 06:58:00,51.0
118,2021-02-05 07:14:00,51.0
119,2021-02-05 07:30:00,51.0
120,2021-02-05 07:46:00,51.0
121,2021-02-05 07:52:00,60.0
122,2021-02-05 07:53:00,64.0
123,2021-02-05 07:54:00,55.0
124,2021-02-05 07:55:00,52.0
125,2021-02-05 07:56:00,51.0
126,2021-02-05 08:02:00,58.0
127,2021-02-05 08:03:00,62.0
128,2021-02-05 08:04:00,54.0
129,2021-02-05 08:05:00,52.0
130,2021-02-05 08:06:00,51.0
131,2021-02-05 08:07:00,53.0
132,2021-02-05 08:08:00,54.0
133,2021-02-05 08:09:00,50.0
134,2021-02-05 08:10:00,48.0
135,2021-02-05 08:11:00,49.0
136,2021-02-05 08:12:00,50.0
137,2021-02-05 08:13:00,51.0
138,2021-02-05 08:29:00,51.0
139,2021-02-05 08:45:00,51.0
140,2021-02-05 08:58:00,57.0
141,2021-02-05 08:59:00,69.0
142,2021-02-05 09:00:00,70.0
143,2021-02-05 09:01:00,72.0
144,2021-02-05 09:02:00,65.0
145,2021-02-05 09:03:00,59.0
146,2021-02-05 09:04:00,60.0
147,2021-02-05 09:05:00,73.0
