,Timestamp,Heart rate
0,2021-02-15 00:07:00,66.0
1,2021-02-15 00:08:00,65.0
2,2021-02-15 00:10:00,66.0
3,2021-02-15 00:11:00,65.0
4,2021-02-15 00:18:00,63.0
5,2021-02-15 00:19:00,60.0
6,2021-02-15 00:21:00,59.0
7,2021-02-15 00:25:00,60.0
8,2021-02-15 00:26:00,59.0
9,2021-02-15 00:28:00,60.0
10,2021-02-15 00:29:00,59.0
11,2021-02-15 00:30:00,60.0
12,2021-02-15 00:34:00,59.0
13,2021-02-15 00:40:00,60.0
14,2021-02-15 00:41:00,59.0
15,2021-02-15 00:46:00,60.0
16,2021-02-15 00:48:00,59.0
17,2021-02-15 00:50:00,60.0
18,2021-02-15 00:51:00,59.0
19,2021-02-15 00:55:00,60.0
20,2021-02-15 00:57:00,59.0
21,2021-02-15 01:08:00,60.0
22,2021-02-15 01:09:00,59.0
23,2021-02-15 01:10:00,60.0
24,2021-02-15 01:11:00,59.0
25,2021-02-15 01:14:00,60.0
26,2021-02-15 01:15:00,59.0
27,2021-02-15 01:22:00,60.0
28,2021-02-15 01:23:00,59.0
29,2021-02-15 01:28:00,60.0
30,2021-02-15 01:29:00,59.0
31,2021-02-15 01:36:00,60.0
32,2021-02-15 01:37:00,59.0
33,2021-02-15 01:46:00,60.0
34,2021-02-15 01:47:00,59.0
35,2021-02-15 01:58:00,60.0
36,2021-02-15 01:59:00,59.0
37,2021-02-15 02:15:00,59.0
38,2021-02-15 02:26:00,67.0
39,2021-02-15 02:27:00,71.0
40,2021-02-15 02:28:00,63.0
41,2021-02-15 02:29:00,60.0
42,2021-02-15 02:31:00,59.0
43,2021-02-15 02:34:00,58.0
44,2021-02-15 02:35:00,55.0
45,2021-02-15 02:41:00,54.0
46,2021-02-15 02:43:00,55.0
47,2021-02-15 02:59:00,55.0
48,2021-02-15 03:15:00,55.0
49,2021-02-15 03:31:00,55.0
50,2021-02-15 03:44:00,54.0
51,2021-02-15 03:46:00,55.0
52,2021-02-15 03:51:00,54.0
53,2021-02-15 03:53:00,55.0
54,2021-02-15 04:01:00,61.0
55,2021-02-15 04:02:00,69.0
56,2021-02-15 04:03:00,60.0
57,2021-02-15 04:04:00,56.0
58,2021-02-15 04:05:00,55.0
59,2021-02-15 04:21:00,55.0
60,2021-02-15 04:24:00,54.0
61,2021-02-15 04:26:00,55.0
62,2021-02-15 04:42:00,55.0
63,2021-02-15 04:57:00,68.0
64,2021-02-15 04:58:00,60.0
65,2021-02-15 04:59:00,56.0
66,2021-02-15 05:00:00,55.0
67,2021-02-15 05:09:00,54.0
68,2021-02-15 05:10:00,55.0
69,2021-02-15 05:26:00,55.0
70,2021-02-15 05:42:00,55.0
71,2021-02-15 05:46:00,54.0
72,2021-02-15 05:48:00,55.0
73,2021-02-15 05:49:00,54.0
74,2021-02-15 05:51:00,55.0
75,2021-02-15 05:56:00,54.0
76,2021-02-15 05:57:00,55.0
77,2021-02-15 06:06:00,54.0
78,2021-02-15 06:08:00,55.0
79,2021-02-15 06:09:00,54.0
80,2021-02-15 06:13:00,55.0
81,2021-02-15 06:14:00,54.0
82,2021-02-15 06:15:00,55.0
83,2021-02-15 06:17:00,54.0
84,2021-02-15 06:18:00,58.0
85,2021-02-15 06:19:00,72.0
86,2021-02-15 06:20:00,61.0
87,2021-02-15 06:21:00,56.0
88,2021-02-15 06:22:00,55.0
89,2021-02-15 06:23:00,54.0
90,2021-02-15 06:24:00,55.0
91,2021-02-15 06:26:00,54.0
92,2021-02-15 06:28:00,55.0
93,2021-02-15 06:39:00,54.0
94,2021-02-15 06:40:00,55.0
95,2021-02-15 06:43:00,54.0
96,2021-02-15 06:44:00,55.0
97,2021-02-15 06:45:00,61.0
98,2021-02-15 06:46:00,66.0
99,2021-02-15 06:47:00,58.0
100,2021-02-15 06:48:00,55.0
101,2021-02-15 06:54:00,54.0
102,2021-02-15 06:56:00,55.0
103,2021-02-15 07:02:00,63.0
104,2021-02-15 07:03:00,64.0
105,2021-02-15 07:04:00,57.0
106,2021-02-15 07:05:00,55.0
107,2021-02-15 07:11:00,54.0
108,2021-02-15 07:12:00,55.0
109,2021-02-15 07:14:00,54.0
110,2021-02-15 07:27:00,55.0
111,2021-02-15 07:28:00,54.0
112,2021-02-15 07:30:00,55.0
113,2021-02-15 07:31:00,54.0
114,2021-02-15 07:35:00,55.0
115,2021-02-15 07:37:00,54.0
116,2021-02-15 07:43:00,55.0
117,2021-02-15 07:45:00,54.0
118,2021-02-15 07:49:00,55.0
119,2021-02-15 07:50:00,54.0
