,Timestamp,Heart rate
0,2021-02-03 00:01:00,81.0
1,2021-02-03 00:04:00,82.0
2,2021-02-03 00:14:00,81.0
3,2021-02-03 00:15:00,76.0
4,2021-02-03 00:16:00,71.0
5,2021-02-03 00:32:00,71.0
6,2021-02-03 00:36:00,68.0
7,2021-02-03 00:37:00,72.0
8,2021-02-03 00:38:00,74.0
9,2021-02-03 00:39:00,66.0
10,2021-02-03 00:40:00,64.0
11,2021-02-03 00:41:00,63.0
12,2021-02-03 00:57:00,63.0
13,2021-02-03 01:13:00,63.0
14,2021-02-03 01:29:00,63.0
15,2021-02-03 01:30:00,62.0
16,2021-02-03 01:31:00,60.0
17,2021-02-03 01:32:00,59.0
18,2021-02-03 01:48:00,59.0
19,2021-02-03 01:53:00,71.0
20,2021-02-03 01:55:00,62.0
21,2021-02-03 01:56:00,60.0
22,2021-02-03 01:57:00,59.0
23,2021-02-03 02:13:00,59.0
24,2021-02-03 02:25:00,75.0
25,2021-02-03 02:26:00,74.0
26,2021-02-03 02:27:00,64.0
27,2021-02-03 02:28:00,60.0
28,2021-02-03 02:29:00,59.0
29,2021-02-03 02:45:00,59.0
30,2021-02-03 03:01:00,59.0
31,2021-02-03 03:04:00,67.0
32,2021-02-03 03:05:00,74.0
33,2021-02-03 03:06:00,64.0
34,2021-02-03 03:07:00,59.0
35,2021-02-03 03:08:00,58.0
36,2021-02-03 03:24:00,58.0
37,2021-02-03 03:30:00,68.0
38,2021-02-03 03:31:00,65.0
39,2021-02-03 03:32:00,60.0
40,2021-02-03 03:33:00,58.0
41,2021-02-03 03:35:00,57.0
42,2021-02-03 03:36:00,58.0
43,2021-02-03 03:37:00,57.0
44,2021-02-03 03:38:00,58.0
45,2021-02-03 03:42:00,57.0
46,2021-02-03 03:43:00,58.0
47,2021-02-03 03:45:00,57.0
48,2021-02-03 03:47:00,58.0
49,2021-02-03 03:48:00,57.0
50,2021-02-03 03:49:00,58.0
51,2021-02-03 03:50:00,57.0
52,2021-02-03 03:51:00,58.0
53,2021-02-03 03:53:00,57.0
54,2021-02-03 03:54:00,58.0
55,2021-02-03 03:55:00,57.0
56,2021-02-03 03:58:00,58.0
57,2021-02-03 04:01:00,57.0
58,2021-02-03 04:03:00,58.0
59,2021-02-03 04:06:00,57.0
60,2021-02-03 04:12:00,58.0
61,2021-02-03 04:14:00,63.0
62,2021-02-03 04:15:00,67.0
63,2021-02-03 04:16:00,61.0
64,2021-02-03 04:17:00,58.0
65,2021-02-03 04:21:00,57.0
66,2021-02-03 04:22:00,63.0
67,2021-02-03 04:23:00,80.0
68,2021-02-03 04:24:00,72.0
69,2021-02-03 04:25:00,68.0
70,2021-02-03 04:26:00,66.0
71,2021-02-03 04:29:00,75.0
72,2021-02-03 04:30:00,73.0
73,2021-02-03 04:31:00,68.0
74,2021-02-03 04:32:00,67.0
75,2021-02-03 04:33:00,66.0
76,2021-02-03 04:44:00,67.0
77,2021-02-03 04:45:00,65.0
78,2021-02-03 04:46:00,62.0
79,2021-02-03 05:02:00,62.0
80,2021-02-03 05:14:00,60.0
81,2021-02-03 05:15:00,59.0
82,2021-02-03 05:31:00,59.0
83,2021-02-03 05:47:00,59.0
84,2021-02-03 06:02:00,71.0
85,2021-02-03 06:03:00,68.0
86,2021-02-03 06:04:00,62.0
87,2021-02-03 06:05:00,60.0
88,2021-02-03 06:06:00,59.0
89,2021-02-03 06:10:00,58.0
90,2021-02-03 06:15:00,59.0
91,2021-02-03 06:16:00,58.0
92,2021-02-03 06:25:00,59.0
93,2021-02-03 06:28:00,58.0
94,2021-02-03 06:30:00,59.0
95,2021-02-03 06:31:00,58.0
96,2021-02-03 06:43:00,59.0
97,2021-02-03 06:44:00,58.0
98,2021-02-03 06:48:00,59.0
99,2021-02-03 06:49:00,58.0
100,2021-02-03 07:05:00,58.0
101,2021-02-03 07:16:00,59.0
102,2021-02-03 07:17:00,58.0
103,2021-02-03 07:32:00,66.0
104,2021-02-03 07:33:00,68.0
105,2021-02-03 07:34:00,62.0
106,2021-02-03 07:35:00,61.0
107,2021-02-03 07:36:00,60.0
108,2021-02-03 07:52:00,60.0
109,2021-02-03 07:53:00,61.0
110,2021-02-03 07:54:00,60.0
111,2021-02-03 07:55:00,61.0
112,2021-02-03 07:56:00,60.0
113,2021-02-03 07:57:00,61.0
114,2021-02-03 07:58:00,60.0
115,2021-02-03 08:04:00,62.0
116,2021-02-03 08:05:00,76.0
117,2021-02-03 08:06:00,73.0
118,2021-02-03 08:07:00,68.0
119,2021-02-03 08:08:00,63.0
120,2021-02-03 08:09:00,58.0
121,2021-02-03 08:11:00,60.0
122,2021-02-03 08:13:00,78.0
123,2021-02-03 08:14:00,80.0
124,2021-02-03 08:16:00,78.0
125,2021-02-03 08:17:00,70.0
126,2021-02-03 08:18:00,75.0
127,2021-02-03 08:19:00,70.0
128,2021-02-03 08:20:00,62.0
129,2021-02-03 08:22:00,74.0
130,2021-02-03 08:23:00,68.0
131,2021-02-03 08:24:00,69.0
132,2021-02-03 08:25:00,73.0
133,2021-02-03 08:26:00,62.0
134,2021-02-03 08:28:00,76.0
135,2021-02-03 08:29:00,69.0
136,2021-02-03 08:30:00,64.0
137,2021-02-03 08:31:00,63.0
138,2021-02-03 08:32:00,62.0
139,2021-02-03 08:33:00,68.0
140,2021-02-03 08:34:00,74.0
141,2021-02-03 08:35:00,65.0
142,2021-02-03 08:36:00,63.0
143,2021-02-03 08:37:00,62.0
144,2021-02-03 08:39:00,70.0
145,2021-02-03 08:40:00,77.0
146,2021-02-03 08:41:00,73.0
147,2021-02-03 08:42:00,71.0
148,2021-02-03 08:43:00,65.0
149,2021-02-03 08:44:00,64.0
150,2021-02-03 08:45:00,63.0
151,2021-02-03 08:50:00,64.0
152,2021-02-03 08:53:00,76.0
153,2021-02-03 08:54:00,73.0
154,2021-02-03 08:55:00,75.0
155,2021-02-03 08:56:00,68.0
156,2021-02-03 08:57:00,65.0
157,2021-02-03 08:59:00,79.0
158,2021-02-03 09:00:00,77.0
159,2021-02-03 09:01:00,76.0
160,2021-02-03 09:02:00,68.0
161,2021-02-03 09:03:00,70.0
162,2021-02-03 09:04:00,64.0
163,2021-02-03 09:05:00,63.0
164,2021-02-03 09:06:00,74.0
165,2021-02-03 09:07:00,78.0
166,2021-02-03 09:08:00,69.0
167,2021-02-03 09:09:00,76.0
168,2021-02-03 09:10:00,82.0
169,2021-02-03 09:11:00,75.0
170,2021-02-03 09:12:00,90.0
171,2021-02-03 09:13:00,93.0
172,2021-02-03 09:14:00,83.0
173,2021-02-03 09:15:00,82.0
174,2021-02-03 09:16:00,73.0
175,2021-02-03 09:17:00,72.0
176,2021-02-03 09:18:00,70.0
177,2021-02-03 09:20:00,72.0
178,2021-02-03 09:21:00,83.0
179,2021-02-03 09:22:00,74.0
180,2021-02-03 09:23:00,71.0
181,2021-02-03 09:25:00,77.0
182,2021-02-03 09:26:00,92.0
183,2021-02-03 09:27:00,79.0
184,2021-02-03 09:28:00,71.0
185,2021-02-03 09:30:00,68.0
186,2021-02-03 09:32:00,73.0
187,2021-02-03 09:33:00,83.0
188,2021-02-03 09:34:00,77.0
189,2021-02-03 09:35:00,82.0
190,2021-02-03 09:36:00,72.0
191,2021-02-03 09:37:00,68.0
192,2021-02-03 09:39:00,77.0
193,2021-02-03 09:40:00,85.0
194,2021-02-03 09:41:00,81.0
195,2021-02-03 09:42:00,72.0
196,2021-02-03 09:43:00,67.0
197,2021-02-03 09:45:00,68.0
198,2021-02-03 09:46:00,73.0
199,2021-02-03 09:47:00,86.0
