,Timestamp,Heart rate
0,2021-03-01 00:09:00,64.0
1,2021-03-01 00:10:00,62.0
2,2021-03-01 00:20:00,76.0
3,2021-03-01 00:21:00,69.0
4,2021-03-01 00:22:00,64.0
5,2021-03-01 00:23:00,63.0
6,2021-03-01 00:24:00,62.0
7,2021-03-01 00:40:00,62.0
8,2021-03-01 00:43:00,66.0
9,2021-03-01 00:44:00,74.0
10,2021-03-01 00:45:00,69.0
11,2021-03-01 00:46:00,76.0
12,2021-03-01 00:47:00,67.0
13,2021-03-01 00:48:00,80.0
14,2021-03-01 00:49:00,79.0
15,2021-03-01 00:50:00,69.0
16,2021-03-01 00:51:00,74.0
17,2021-03-01 00:52:00,70.0
18,2021-03-01 00:53:00,68.0
19,2021-03-01 00:54:00,72.0
20,2021-03-01 00:55:00,66.0
21,2021-03-01 00:56:00,76.0
22,2021-03-01 00:57:00,67.0
23,2021-03-01 00:58:00,63.0
24,2021-03-01 00:59:00,62.0
25,2021-03-01 01:03:00,60.0
26,2021-03-01 01:19:00,60.0
27,2021-03-01 01:26:00,78.0
28,2021-03-01 01:27:00,64.0
29,2021-03-01 01:28:00,62.0
30,2021-03-01 01:29:00,71.0
31,2021-03-01 01:30:00,76.0
32,2021-03-01 01:31:00,66.0
33,2021-03-01 01:32:00,61.0
34,2021-03-01 01:33:00,60.0
35,2021-03-01 01:49:00,79.0
36,2021-03-01 01:50:00,69.0
37,2021-03-01 01:51:00,62.0
38,2021-03-01 01:52:00,76.0
39,2021-03-01 01:53:00,74.0
40,2021-03-01 01:54:00,65.0
41,2021-03-01 01:55:00,61.0
42,2021-03-01 01:56:00,75.0
43,2021-03-01 01:57:00,67.0
44,2021-03-01 01:58:00,62.0
45,2021-03-01 01:59:00,60.0
46,2021-03-01 02:13:00,59.0
47,2021-03-01 02:29:00,59.0
48,2021-03-01 02:33:00,60.0
49,2021-03-01 02:34:00,74.0
50,2021-03-01 02:35:00,65.0
51,2021-03-01 02:36:00,60.0
52,2021-03-01 02:37:00,59.0
53,2021-03-01 02:53:00,59.0
54,2021-03-01 03:09:00,59.0
55,2021-03-01 03:25:00,59.0
56,2021-03-01 03:41:00,59.0
57,2021-03-01 03:57:00,59.0
58,2021-03-01 04:13:00,59.0
59,2021-03-01 04:27:00,60.0
60,2021-03-01 04:28:00,62.0
61,2021-03-01 04:30:00,63.0
62,2021-03-01 04:46:00,63.0
63,2021-03-01 04:59:00,61.0
64,2021-03-01 05:00:00,60.0
65,2021-03-01 05:03:00,59.0
66,2021-03-01 05:14:00,60.0
67,2021-03-01 05:16:00,59.0
68,2021-03-01 05:18:00,60.0
69,2021-03-01 05:19:00,59.0
70,2021-03-01 05:21:00,77.0
71,2021-03-01 05:22:00,68.0
72,2021-03-01 05:23:00,62.0
73,2021-03-01 05:24:00,69.0
74,2021-03-01 05:25:00,71.0
75,2021-03-01 05:26:00,63.0
76,2021-03-01 05:27:00,60.0
77,2021-03-01 05:28:00,59.0
78,2021-03-01 05:34:00,75.0
79,2021-03-01 05:35:00,64.0
80,2021-03-01 05:36:00,61.0
81,2021-03-01 05:37:00,59.0
82,2021-03-01 05:53:00,59.0
83,2021-03-01 05:56:00,58.0
84,2021-03-01 05:58:00,59.0
85,2021-03-01 06:04:00,60.0
86,2021-03-01 06:05:00,61.0
87,2021-03-01 06:10:00,60.0
88,2021-03-01 06:11:00,61.0
89,2021-03-01 06:23:00,62.0
90,2021-03-01 06:24:00,60.0
91,2021-03-01 06:27:00,61.0
92,2021-03-01 06:43:00,61.0
93,2021-03-01 06:46:00,60.0
94,2021-03-01 06:47:00,61.0
