,Timestamp,Heart rate
0,2021-02-27 00:01:00,112.0
1,2021-02-27 00:02:00,111.0
2,2021-02-27 00:03:00,109.0
3,2021-02-27 00:04:00,95.0
4,2021-02-27 00:05:00,88.0
5,2021-02-27 00:06:00,93.0
6,2021-02-27 00:07:00,98.0
7,2021-02-27 00:09:00,100.0
8,2021-02-27 00:10:00,107.0
9,2021-02-27 00:11:00,106.0
10,2021-02-27 00:12:00,107.0
11,2021-02-27 00:13:00,106.0
12,2021-02-27 00:14:00,105.0
13,2021-02-27 00:15:00,101.0
14,2021-02-27 00:16:00,95.0
15,2021-02-27 00:18:00,92.0
16,2021-02-27 00:19:00,97.0
17,2021-02-27 00:20:00,100.0
18,2021-02-27 00:21:00,101.0
19,2021-02-27 00:22:00,97.0
20,2021-02-27 00:23:00,104.0
21,2021-02-27 00:24:00,103.0
22,2021-02-27 00:25:00,104.0
23,2021-02-27 00:26:00,102.0
24,2021-02-27 00:27:00,103.0
25,2021-02-27 00:28:00,100.0
26,2021-02-27 00:29:00,111.0
27,2021-02-27 00:30:00,114.0
28,2021-02-27 00:31:00,108.0
29,2021-02-27 00:32:00,116.0
30,2021-02-27 00:33:00,121.0
31,2021-02-27 00:34:00,127.0
32,2021-02-27 00:35:00,122.0
33,2021-02-27 00:36:00,111.0
34,2021-02-27 00:37:00,113.0
35,2021-02-27 00:38:00,110.0
36,2021-02-27 00:39:00,106.0
37,2021-02-27 00:40:00,114.0
38,2021-02-27 00:41:00,113.0
39,2021-02-27 00:42:00,111.0
40,2021-02-27 00:43:00,113.0
41,2021-02-27 00:44:00,112.0
42,2021-02-27 00:45:00,111.0
43,2021-02-27 00:46:00,124.0
44,2021-02-27 00:47:00,123.0
45,2021-02-27 00:48:00,117.0
46,2021-02-27 00:49:00,118.0
47,2021-02-27 00:50:00,127.0
48,2021-02-27 00:51:00,104.0
49,2021-02-27 00:52:00,109.0
50,2021-02-27 00:53:00,120.0
51,2021-02-27 00:54:00,116.0
52,2021-02-27 00:55:00,107.0
53,2021-02-27 00:56:00,102.0
54,2021-02-27 00:57:00,105.0
55,2021-02-27 00:59:00,100.0
56,2021-02-27 01:00:00,101.0
57,2021-02-27 01:01:00,106.0
58,2021-02-27 01:02:00,104.0
59,2021-02-27 01:03:00,120.0
60,2021-02-27 01:04:00,116.0
61,2021-02-27 01:05:00,117.0
62,2021-02-27 01:06:00,112.0
63,2021-02-27 01:07:00,93.0
64,2021-02-27 01:08:00,83.0
65,2021-02-27 01:09:00,85.0
66,2021-02-27 01:10:00,88.0
67,2021-02-27 01:11:00,83.0
68,2021-02-27 01:12:00,106.0
69,2021-02-27 01:13:00,102.0
70,2021-02-27 01:14:00,87.0
71,2021-02-27 01:15:00,81.0
72,2021-02-27 01:16:00,87.0
73,2021-02-27 01:18:00,84.0
74,2021-02-27 01:19:00,85.0
75,2021-02-27 01:20:00,88.0
76,2021-02-27 01:21:00,83.0
77,2021-02-27 01:23:00,80.0
78,2021-02-27 01:25:00,96.0
79,2021-02-27 01:26:00,97.0
80,2021-02-27 01:27:00,96.0
81,2021-02-27 01:28:00,93.0
