Timestamp,Heart rate
2021-02-20 12:00:00,74.0
2021-02-20 12:01:00,80.0
2021-02-20 12:02:00,78.0
2021-02-20 12:05:00,76.0
2021-02-20 12:06:00,71.0
2021-02-20 12:07:00,69.0
2021-02-20 12:08:00,73.0
2021-02-20 12:09:00,72.0
2021-02-20 12:10:00,77.0
2021-02-20 12:11:00,76.0
2021-02-20 12:12:00,78.0
2021-02-20 12:13:00,71.0
2021-02-20 12:14:00,65.0
2021-02-20 12:16:00,76.0
2021-02-20 12:18:00,69.0
2021-02-20 12:19:00,66.0
2021-02-20 12:20:00,78.0
2021-02-20 12:21:00,79.0
2021-02-20 12:22:00,80.0
2021-02-20 12:23:00,85.0
2021-02-20 12:24:00,80.0
2021-02-20 12:25:00,70.0
2021-02-20 12:26:00,78.0
2021-02-20 12:27:00,80.0
2021-02-20 12:28:00,82.0
2021-02-20 12:29:00,72.0
2021-02-20 12:30:00,66.0
2021-02-20 12:31:00,73.0
2021-02-20 12:32:00,80.0
2021-02-20 12:33:00,74.0
2021-02-20 12:34:00,82.0
2021-02-20 12:35:00,75.0
2021-02-20 12:36:00,78.0
2021-02-20 12:37:00,76.0
2021-02-20 12:38:00,67.0
2021-02-20 12:39:00,72.0
2021-02-20 12:40:00,65.0
2021-02-20 12:41:00,68.0
2021-02-20 12:42:00,80.0
2021-02-20 12:43:00,75.0
2021-02-20 12:44:00,79.0
2021-02-20 12:45:00,80.0
2021-02-20 12:46:00,82.0
2021-02-20 12:47:00,75.0
2021-02-20 12:48:00,70.0
2021-02-20 12:49:00,69.0
2021-02-20 12:50:00,72.0
2021-02-20 12:51:00,88.0
2021-02-20 12:52:00,85.0
2021-02-20 12:53:00,84.0
2021-02-20 12:54:00,78.0
2021-02-20 12:55:00,72.0
2021-02-20 12:56:00,73.0
2021-02-20 12:57:00,72.0
2021-02-20 12:58:00,87.0
2021-02-20 12:59:00,79.0
2021-02-20 13:00:00,89.0
2021-02-20 13:01:00,79.0
2021-02-20 13:02:00,72.0
2021-02-20 13:03:00,81.0
2021-02-20 13:04:00,97.0
2021-02-20 13:05:00,100.0
2021-02-20 13:06:00,88.0
2021-02-20 13:09:00,86.0
2021-02-20 13:10:00,83.0
2021-02-20 13:11:00,75.0
2021-02-20 13:12:00,74.0
2021-02-20 13:13:00,81.0
2021-02-20 13:14:00,83.0
2021-02-20 13:15:00,82.0
2021-02-20 13:16:00,85.0
2021-02-20 13:17:00,73.0
2021-02-20 13:18:00,71.0
2021-02-20 13:19:00,70.0
2021-02-20 13:20:00,73.0
2021-02-20 13:21:00,82.0
2021-02-20 13:22:00,83.0
2021-02-20 13:23:00,85.0
2021-02-20 13:24:00,79.0
2021-02-20 13:25:00,83.0
2021-02-20 13:26:00,74.0
2021-02-20 13:27:00,88.0
2021-02-20 13:28:00,101.0
2021-02-20 13:29:00,96.0
2021-02-20 13:30:00,97.0
2021-02-20 13:31:00,108.0
2021-02-20 13:32:00,107.0
2021-02-20 13:33:00,95.0
2021-02-20 13:34:00,88.0
2021-02-20 13:35:00,92.0
2021-02-20 13:36:00,108.0
2021-02-20 13:37:00,107.0
2021-02-20 13:38:00,103.0
2021-02-20 13:39:00,106.0
2021-02-20 13:40:00,104.0
2021-02-20 13:41:00,94.0
2021-02-20 13:42:00,86.0
2021-02-20 13:43:00,80.0
2021-02-20 13:44:00,83.0
2021-02-20 13:45:00,85.0
2021-02-20 13:46:00,79.0
2021-02-20 13:47:00,76.0
2021-02-20 13:48:00,82.0
2021-02-20 13:49:00,76.0
2021-02-20 13:50:00,80.0
2021-02-20 13:51:00,78.0
2021-02-20 13:52:00,74.0
2021-02-20 13:53:00,80.0
2021-02-20 13:54:00,76.0
2021-02-20 13:55:00,73.0
2021-02-20 13:56:00,83.0
2021-02-20 13:57:00,78.0
2021-02-20 13:58:00,80.0
2021-02-20 13:59:00,76.0
2021-02-20 14:00:00,77.0
2021-02-20 14:02:00,81.0
2021-02-20 14:03:00,79.0
2021-02-20 14:04:00,85.0
2021-02-20 14:05:00,72.0
2021-02-20 14:06:00,80.0
2021-02-20 14:07:00,87.0
2021-02-20 14:08:00,82.0
2021-02-20 14:09:00,74.0
2021-02-20 14:10:00,83.0
2021-02-20 14:11:00,77.0
2021-02-20 14:12:00,82.0
2021-02-20 14:13:00,75.0
2021-02-20 14:14:00,67.0
2021-02-20 14:15:00,81.0
2021-02-20 14:16:00,86.0
2021-02-20 14:17:00,81.0
2021-02-20 14:18:00,70.0
2021-02-20 14:19:00,71.0
2021-02-20 14:20:00,67.0
2021-02-20 14:21:00,66.0
2021-02-20 14:22:00,67.0
2021-02-20 14:23:00,68.0
2021-02-20 14:24:00,67.0
2021-02-20 14:25:00,82.0
2021-02-20 14:26:00,77.0
2021-02-20 14:27:00,69.0
2021-02-20 14:28:00,68.0
2021-02-20 14:29:00,70.0
2021-02-20 14:30:00,85.0
2021-02-20 14:31:00,83.0
2021-02-20 14:32:00,71.0
2021-02-20 14:33:00,66.0
2021-02-20 14:35:00,65.0
2021-02-20 14:36:00,81.0
2021-02-20 14:37:00,73.0
2021-02-20 14:38:00,77.0
2021-02-20 14:39:00,75.0
2021-02-20 14:40:00,74.0
2021-02-20 14:41:00,82.0
2021-02-20 14:42:00,83.0
2021-02-20 14:43:00,82.0
2021-02-20 14:45:00,79.0
2021-02-20 14:46:00,82.0
2021-02-20 14:47:00,80.0
2021-02-20 14:48:00,78.0
2021-02-20 14:49:00,71.0
2021-02-20 14:50:00,68.0
2021-02-20 14:51:00,67.0
2021-02-20 14:52:00,71.0
2021-02-20 14:53:00,83.0
2021-02-20 14:55:00,77.0
2021-02-20 14:56:00,67.0
2021-02-20 14:57:00,66.0
2021-02-20 14:58:00,70.0
2021-02-20 14:59:00,85.0
2021-02-20 15:00:00,75.0
2021-02-20 15:01:00,67.0
2021-02-20 15:02:00,71.0
2021-02-20 15:03:00,77.0
2021-02-20 15:04:00,70.0
2021-02-20 15:05:00,67.0
2021-02-20 15:06:00,72.0
2021-02-20 15:07:00,77.0
2021-02-20 15:08:00,82.0
2021-02-20 15:09:00,71.0
2021-02-20 15:10:00,68.0
2021-02-20 15:11:00,66.0
2021-02-20 15:12:00,75.0
2021-02-20 15:13:00,80.0
2021-02-20 15:14:00,76.0
2021-02-20 15:15:00,70.0
2021-02-20 15:16:00,69.0
2021-02-20 15:17:00,71.0
2021-02-20 15:18:00,84.0
2021-02-20 15:19:00,78.0
2021-02-20 15:20:00,73.0
