Timestamp,Heart rate
2021-02-25 12:00:00,90.0
2021-02-25 12:01:00,88.0
2021-02-25 12:02:00,87.0
2021-02-25 12:03:00,88.0
2021-02-25 12:04:00,86.0
2021-02-25 12:05:00,90.0
2021-02-25 12:06:00,86.0
2021-02-25 12:07:00,87.0
2021-02-25 12:08:00,81.0
2021-02-25 12:09:00,108.0
2021-02-25 12:10:00,102.0
2021-02-25 12:11:00,92.0
2021-02-25 12:12:00,86.0
2021-02-25 12:13:00,89.0
2021-02-25 12:14:00,86.0
2021-02-25 12:15:00,87.0
2021-02-25 12:16:00,86.0
2021-02-25 12:18:00,83.0
2021-02-25 12:20:00,81.0
2021-02-25 12:22:00,82.0
2021-02-25 12:23:00,80.0
2021-02-25 12:24:00,76.0
2021-02-25 12:25:00,71.0
2021-02-25 12:27:00,74.0
2021-02-25 12:28:00,70.0
2021-02-25 12:29:00,69.0
2021-02-25 12:30:00,67.0
2021-02-25 12:31:00,78.0
2021-02-25 12:32:00,82.0
2021-02-25 12:33:00,75.0
2021-02-25 12:34:00,85.0
2021-02-25 12:35:00,83.0
2021-02-25 12:36:00,75.0
2021-02-25 12:37:00,67.0
2021-02-25 12:38:00,71.0
2021-02-25 12:39:00,69.0
2021-02-25 12:41:00,76.0
2021-02-25 12:42:00,73.0
2021-02-25 12:43:00,88.0
2021-02-25 12:44:00,87.0
2021-02-25 12:45:00,84.0
2021-02-25 12:46:00,81.0
2021-02-25 12:47:00,83.0
2021-02-25 12:48:00,80.0
2021-02-25 12:49:00,71.0
2021-02-25 12:50:00,83.0
2021-02-25 12:51:00,86.0
2021-02-25 12:52:00,85.0
2021-02-25 12:53:00,78.0
2021-02-25 12:54:00,70.0
2021-02-25 12:56:00,71.0
2021-02-25 12:57:00,70.0
2021-02-25 12:58:00,73.0
2021-02-25 12:59:00,75.0
2021-02-25 13:00:00,80.0
2021-02-25 13:01:00,81.0
2021-02-25 13:02:00,74.0
2021-02-25 13:03:00,71.0
2021-02-25 13:04:00,83.0
2021-02-25 13:05:00,76.0
2021-02-25 13:06:00,73.0
2021-02-25 13:07:00,72.0
2021-02-25 13:08:00,83.0
2021-02-25 13:09:00,76.0
2021-02-25 13:10:00,72.0
2021-02-25 13:12:00,74.0
2021-02-25 13:13:00,82.0
2021-02-25 13:14:00,87.0
2021-02-25 13:15:00,79.0
2021-02-25 13:16:00,84.0
2021-02-25 13:17:00,78.0
2021-02-25 13:18:00,86.0
2021-02-25 13:19:00,90.0
2021-02-25 13:20:00,84.0
2021-02-25 13:22:00,73.0
2021-02-25 13:23:00,71.0
2021-02-25 13:24:00,69.0
2021-02-25 13:25:00,70.0
2021-02-25 13:26:00,77.0
2021-02-25 13:27:00,88.0
2021-02-25 13:28:00,84.0
2021-02-25 13:29:00,83.0
2021-02-25 13:30:00,77.0
