Timestamp,Heart rate
2021-02-07 12:00:00,102.0
2021-02-07 12:01:00,98.0
2021-02-07 12:02:00,94.0
2021-02-07 12:03:00,96.0
2021-02-07 12:04:00,95.0
2021-02-07 12:05:00,96.0
2021-02-07 12:07:00,97.0
2021-02-07 12:11:00,107.0
2021-02-07 12:12:00,99.0
2021-02-07 12:13:00,86.0
2021-02-07 12:14:00,79.0
2021-02-07 12:15:00,76.0
2021-02-07 12:16:00,81.0
2021-02-07 12:17:00,88.0
2021-02-07 12:18:00,89.0
2021-02-07 12:19:00,88.0
2021-02-07 12:20:00,81.0
2021-02-07 12:21:00,76.0
2021-02-07 12:22:00,81.0
2021-02-07 12:23:00,78.0
2021-02-07 12:25:00,82.0
2021-02-07 12:26:00,83.0
2021-02-07 12:27:00,80.0
2021-02-07 12:28:00,79.0
2021-02-07 12:30:00,85.0
2021-02-07 12:31:00,91.0
2021-02-07 12:32:00,86.0
2021-02-07 12:33:00,82.0
2021-02-07 12:34:00,75.0
2021-02-07 12:35:00,72.0
2021-02-07 12:36:00,71.0
2021-02-07 12:37:00,72.0
2021-02-07 12:38:00,81.0
2021-02-07 12:39:00,80.0
2021-02-07 12:40:00,75.0
2021-02-07 12:41:00,73.0
2021-02-07 12:42:00,75.0
2021-02-07 12:43:00,86.0
2021-02-07 12:44:00,85.0
2021-02-07 12:45:00,80.0
2021-02-07 12:46:00,79.0
2021-02-07 12:47:00,76.0
2021-02-07 12:48:00,71.0
2021-02-07 12:49:00,82.0
2021-02-07 12:50:00,72.0
2021-02-07 12:51:00,75.0
2021-02-07 12:52:00,83.0
2021-02-07 12:54:00,80.0
2021-02-07 12:55:00,82.0
2021-02-07 12:56:00,78.0
2021-02-07 12:57:00,72.0
2021-02-07 12:59:00,67.0
2021-02-07 13:00:00,65.0
2021-02-07 13:01:00,72.0
2021-02-07 13:02:00,73.0
2021-02-07 13:03:00,82.0
2021-02-07 13:04:00,73.0
2021-02-07 13:05:00,66.0
2021-02-07 13:06:00,68.0
2021-02-07 13:07:00,77.0
2021-02-07 13:08:00,71.0
2021-02-07 13:09:00,65.0
2021-02-07 13:10:00,62.0
2021-02-07 13:12:00,65.0
2021-02-07 13:13:00,64.0
2021-02-07 13:15:00,67.0
2021-02-07 13:16:00,74.0
2021-02-07 13:17:00,71.0
2021-02-07 13:18:00,66.0
2021-02-07 13:20:00,70.0
2021-02-07 13:22:00,77.0
2021-02-07 13:23:00,72.0
2021-02-07 13:24:00,71.0
2021-02-07 13:25:00,75.0
2021-02-07 13:26:00,70.0
2021-02-07 13:27:00,66.0
2021-02-07 13:29:00,68.0
2021-02-07 13:30:00,70.0
2021-02-07 13:31:00,66.0
2021-02-07 13:32:00,72.0
2021-02-07 13:33:00,78.0
2021-02-07 13:34:00,75.0
2021-02-07 13:35:00,68.0
2021-02-07 13:36:00,66.0
2021-02-07 13:37:00,67.0
2021-02-07 13:39:00,66.0
2021-02-07 13:40:00,67.0
2021-02-07 13:41:00,66.0
2021-02-07 13:42:00,68.0
2021-02-07 13:43:00,76.0
2021-02-07 13:45:00,69.0
2021-02-07 13:46:00,66.0
2021-02-07 13:47:00,67.0
2021-02-07 13:48:00,66.0
2021-02-07 13:50:00,68.0
2021-02-07 13:51:00,77.0
2021-02-07 13:52:00,71.0
2021-02-07 13:53:00,67.0
2021-02-07 13:54:00,79.0
2021-02-07 13:55:00,84.0
2021-02-07 13:56:00,73.0
2021-02-07 13:57:00,65.0
2021-02-07 13:58:00,76.0
2021-02-07 13:59:00,78.0
2021-02-07 14:00:00,70.0
2021-02-07 14:01:00,69.0
2021-02-07 14:02:00,66.0
2021-02-07 14:04:00,67.0
2021-02-07 14:05:00,63.0
2021-02-07 14:06:00,65.0
2021-02-07 14:07:00,66.0
2021-02-07 14:08:00,65.0
2021-02-07 14:09:00,67.0
2021-02-07 14:11:00,66.0
2021-02-07 14:13:00,65.0
2021-02-07 14:14:00,64.0
2021-02-07 14:15:00,65.0
2021-02-07 14:17:00,67.0
2021-02-07 14:19:00,66.0
2021-02-07 14:21:00,64.0
2021-02-07 14:22:00,67.0
2021-02-07 14:24:00,65.0
2021-02-07 14:25:00,66.0
2021-02-07 14:26:00,64.0
2021-02-07 14:27:00,65.0
2021-02-07 14:30:00,64.0
2021-02-07 14:31:00,65.0
2021-02-07 14:35:00,66.0
2021-02-07 14:36:00,67.0
2021-02-07 14:37:00,68.0
2021-02-07 14:38:00,72.0
2021-02-07 14:39:00,70.0
2021-02-07 14:40:00,72.0
2021-02-07 14:41:00,71.0
2021-02-07 14:43:00,84.0
2021-02-07 14:44:00,92.0
2021-02-07 14:45:00,82.0
2021-02-07 14:46:00,73.0
2021-02-07 14:47:00,72.0
2021-02-07 14:49:00,73.0
2021-02-07 14:50:00,79.0
2021-02-07 14:51:00,91.0
2021-02-07 14:52:00,85.0
2021-02-07 14:53:00,90.0
2021-02-07 14:54:00,86.0
2021-02-07 14:55:00,76.0
2021-02-07 14:56:00,80.0
2021-02-07 14:57:00,90.0
2021-02-07 14:58:00,83.0
2021-02-07 14:59:00,75.0
2021-02-07 15:00:00,82.0
2021-02-07 15:01:00,89.0
2021-02-07 15:02:00,92.0
2021-02-07 15:03:00,85.0
2021-02-07 15:04:00,76.0
2021-02-07 15:05:00,79.0
2021-02-07 15:06:00,89.0
2021-02-07 15:07:00,85.0
2021-02-07 15:08:00,89.0
2021-02-07 15:09:00,86.0
2021-02-07 15:10:00,85.0
2021-02-07 15:11:00,89.0
2021-02-07 15:12:00,93.0
2021-02-07 15:13:00,94.0
2021-02-07 15:15:00,88.0
2021-02-07 15:16:00,89.0
2021-02-07 15:17:00,92.0
2021-02-07 15:18:00,89.0
2021-02-07 15:19:00,80.0
2021-02-07 15:20:00,101.0
2021-02-07 15:21:00,106.0
2021-02-07 15:22:00,109.0
2021-02-07 15:23:00,115.0
2021-02-07 15:24:00,112.0
2021-02-07 15:25:00,116.0
2021-02-07 15:26:00,122.0
2021-02-07 15:27:00,110.0
2021-02-07 15:28:00,107.0
2021-02-07 15:29:00,104.0
2021-02-07 15:31:00,95.0
